timestamp,protocolo,tipo_evento,seq_num,ack_num,tamanho_payload,tamanho_pacote,rtt_ms,perdido,retransmissao,timeout_disparado,cwnd,ssthresh,janela,flags
0.254214,R-UDP,ACK,0,113,0,106,21.1332,Nao,Nao,Nao,,,10,ACK
0.254224,R-UDP,ACK,0,114,0,106,20.7567,Nao,Nao,Nao,,,10,ACK
0.254304,R-UDP,DATA,123,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.254404,R-UDP,DATA,124,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.255531,R-UDP,ACK,0,115,0,106,21.939,Nao,Nao,Nao,,,10,ACK
0.255531,R-UDP,DATA,125,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.255541,R-UDP,ACK,0,116,0,106,21.5247,Nao,Nao,Nao,,,10,ACK
0.255551,R-UDP,ACK,0,117,0,106,20.4692,Nao,Nao,Nao,,,10,ACK
0.255631,R-UDP,DATA,126,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.255731,R-UDP,DATA,127,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.259245,R-UDP,ACK,0,118,0,106,18.9593,Nao,Nao,Nao,,,10,ACK
0.259245,R-UDP,DATA,128,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.260923,R-UDP,ACK,0,119,0,106,20.5378,Nao,Nao,Nao,,,10,ACK
0.260923,R-UDP,DATA,129,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.260933,R-UDP,ACK,0,120,0,106,18.3714,Nao,Nao,Nao,,,10,ACK
0.261023,R-UDP,DATA,130,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.272484,R-UDP,ACK,0,121,0,106,19.2182,Nao,Nao,Nao,,,10,ACK
0.272484,R-UDP,DATA,131,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.273392,R-UDP,ACK,0,122,0,106,19.1883,Nao,Nao,Nao,,,10,ACK
0.273392,R-UDP,DATA,132,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.273786,R-UDP,ACK,0,123,0,106,19.4825,Nao,Nao,Nao,,,10,ACK
0.273786,R-UDP,DATA,133,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.274715,R-UDP,ACK,0,124,0,106,20.3112,Nao,Nao,Nao,,,10,ACK
0.274715,R-UDP,DATA,134,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.274725,R-UDP,ACK,0,125,0,106,19.1934,Nao,Nao,Nao,,,10,ACK
0.274815,R-UDP,DATA,135,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.275779,R-UDP,ACK,0,126,0,106,20.1473,Nao,Nao,Nao,,,10,ACK
0.275779,R-UDP,DATA,136,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.277271,R-UDP,ACK,0,127,0,106,21.5394,Nao,Nao,Nao,,,10,ACK
0.277271,R-UDP,DATA,137,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.280143,R-UDP,ACK,0,128,0,106,20.8983,Nao,Nao,Nao,,,10,ACK
0.280143,R-UDP,DATA,138,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.280153,R-UDP,ACK,0,129,0,106,19.2297,Nao,Nao,Nao,,,10,ACK
0.280163,R-UDP,ACK,0,130,0,106,19.1397,Nao,Nao,Nao,,,10,ACK
0.280243,R-UDP,DATA,139,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.280343,R-UDP,DATA,140,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.293796,R-UDP,ACK,0,131,0,106,21.3122,Nao,Nao,Nao,,,10,ACK
0.293796,R-UDP,DATA,141,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.293806,R-UDP,ACK,0,132,0,106,20.414,Nao,Nao,Nao,,,10,ACK
0.293816,R-UDP,ACK,0,133,0,106,20.0298,Nao,Nao,Nao,,,10,ACK
0.293896,R-UDP,DATA,142,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.293996,R-UDP,DATA,143,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.296993,R-UDP,ACK,0,134,0,106,22.2785,Nao,Nao,Nao,,,10,ACK
0.296993,R-UDP,DATA,144,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.297003,R-UDP,ACK,0,135,0,106,22.1885,Nao,Nao,Nao,,,10,ACK
0.297013,R-UDP,ACK,0,136,0,106,21.2347,Nao,Nao,Nao,,,10,ACK
0.297093,R-UDP,DATA,145,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.297193,R-UDP,DATA,146,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.297432,R-UDP,ACK,0,137,0,106,20.1611,Nao,Nao,Nao,,,10,ACK
0.297432,R-UDP,DATA,147,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.300959,R-UDP,ACK,0,138,0,106,20.8156,Nao,Nao,Nao,,,10,ACK
0.300959,R-UDP,DATA,148,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.300969,R-UDP,ACK,0,139,0,106,20.7256,Nao,Nao,Nao,,,10,ACK
0.301059,R-UDP,DATA,149,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.302598,R-UDP,ACK,0,140,0,106,22.2546,Nao,Nao,Nao,,,10,ACK
0.302598,R-UDP,DATA,150,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
