timestamp,protocolo,ip_origem,porta_origem,ip_destino,porta_destino,tamanho_pacote,tamanho_payload,ip_ttl,flags_tcp,numero_sequencia_tcp,numero_ack_tcp,tamanho_janela_tcp,auth_header_presente
1779981317.851135,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.851585,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.852733,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.852874,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.853054,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.853155,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.855164,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.855306,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.856448,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.856925,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.856926,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.85702,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.858956,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.859059,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.859331,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.859424,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.861548,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.861936,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.861993,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.862062,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.864275,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.864428,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.864645,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.86477,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.865591,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.865969,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.866651,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.866751,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.868277,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.868422,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.869342,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.86946,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.87051,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.870875,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.871763,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.87187,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.874353,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.874446,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.874832,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.874932,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.876182,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.876534,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.877826,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.877911,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.878219,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.87828,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.880572,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.880668,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.88156,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.881942,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.881976,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
